,Observer.ID,Route.ID,Year,Visit,Date,Point.ID,Point.Start.Time,Shrub.Cover,Cheatgrass.Cover,Trees.Count,Species,Minute,Distance,How.Detected,Song.Also,Direction,Sex,Group.Size,Temp.Start,Temp.End,Wind.Start,Wind.End,Sky.End,X.Coord,Y.Coord,Notes
1,ben_zimmermann,ID-B19,Y3,V1,20240508,08,9:05,1,0,0,WEME,1,26,S,NA,N,U,NA,2,4,3,3,Cloudy,-113.6843465,41.98340654,NA. NA
2,ben_zimmermann,ID-B19,Y3,V1,20240508,08,9:05,1,0,0,BRSP,1,31,S,NA,NW,U,NA,2,4,3,3,Cloudy,-113.6843465,41.98340654,NA. NA
3,ben_zimmermann,ID-B19,Y3,V1,20240508,08,9:05,1,0,0,VESP,1,27,S,NA,NW,U,NA,2,4,3,3,Cloudy,-113.6843465,41.98340654,NA. NA
4,ben_zimmermann,ID-B19,Y3,V1,20240508,08,9:05,1,0,0,WEME,1,56,S,NA,S,U,NA,2,4,3,3,Cloudy,-113.6843465,41.98340654,NA. NA
5,ben_zimmermann,ID-B19,Y3,V1,20240508,08,9:05,1,0,0,VESP,2,20,S,NA,SE,U,NA,2,4,3,3,Cloudy,-113.6843465,41.98340654,NA. NA
6,ben_zimmermann,ID-B19,Y3,V1,20240508,08,9:05,1,0,0,WEME,1,26,S,NA,SE,U,NA,2,4,3,3,Cloudy,-113.6843465,41.98340654,NA. NA
7,ben_zimmermann,ID-B19,Y3,V1,20240508,08,9:05,1,0,0,WEME,3,32,S,NA,SE,U,NA,2,4,3,3,Cloudy,-113.6843465,41.98340654,NA. NA
8,ben_zimmermann,ID-B19,Y3,V1,20240508,08,9:05,1,0,0,BRSP,4,32,S,NA,W,U,NA,2,4,3,3,Cloudy,-113.6843465,41.98340654,NA. NA
9,ben_zimmermann,ID-B19,Y3,V1,20240508,08,9:05,1,0,0,PIJA,4,500,S,NA,N,U,NA,2,4,3,3,Cloudy,-113.6843465,41.98340654,NA. NA
10,ben_zimmermann,ID-B19,Y3,V1,20240508,08,9:05,1,0,0,VESP,5,32,S,NA,N,U,NA,2,4,3,3,Cloudy,-113.6843465,41.98340654,NA. NA
11,ben_zimmermann,ID-B19,Y3,V1,20240508,08,9:05,1,0,0,NOBI,6,NA,,NA,,,NA,2,4,3,3,Cloudy,-113.6843465,41.98340654,NA. NA
12,ben_zimmermann,ID-B19,Y3,V1,20240508,12,9:21,1,0,1,VESP,1,27,S,NA,S,U,NA,2,4,3,3,Cloudy,-113.6842525,41.98126704,NA. NA
13,ben_zimmermann,ID-B19,Y3,V1,20240508,12,9:21,1,0,1,WEME,1,34,S,NA,NE,U,NA,2,4,3,3,Cloudy,-113.6842525,41.98126704,NA. NA
14,ben_zimmermann,ID-B19,Y3,V1,20240508,12,9:21,1,0,1,WEME,1,21,S,NA,W,U,NA,2,4,3,3,Cloudy,-113.6842525,41.98126704,NA. NA
15,ben_zimmermann,ID-B19,Y3,V1,20240508,12,9:21,1,0,1,VESP,1,40,S,NA,W,U,NA,2,4,3,3,Cloudy,-113.6842525,41.98126704,NA. NA
16,ben_zimmermann,ID-B19,Y3,V1,20240508,12,9:21,1,0,1,WEME,4,84,S,NA,NW,U,NA,2,4,3,3,Cloudy,-113.6842525,41.98126704,NA. NA
17,ben_zimmermann,ID-B19,Y3,V1,20240508,12,9:21,1,0,1,CORA,5,375,S,NA,W,U,NA,2,4,3,3,Cloudy,-113.6842525,41.98126704,NA. NA
18,ben_zimmermann,ID-B19,Y3,V1,20240508,12,9:21,1,0,1,WEME,6,28,S,NA,NE,U,NA,2,4,3,3,Cloudy,-113.6842525,41.98126704,NA. NA
19,ben_zimmermann,ID-B19,Y3,V1,20240508,12,9:21,1,0,1,WEME,6,34,S,NA,NE,U,NA,2,4,3,3,Cloudy,-113.6842525,41.98126704,NA. NA
20,ben_zimmermann,ID-B19,Y3,V1,20240508,11,9:41,1,0,0,WEME,1,34,S,NA,NE,U,NA,2,4,3,3,Cloudy,-113.687105,41.98111882,NA. NA
21,ben_zimmermann,ID-B19,Y3,V1,20240508,11,9:41,1,0,0,WEME,1,211,S,NA,NW,U,NA,2,4,3,3,Cloudy,-113.687105,41.98111882,NA. NA
22,ben_zimmermann,ID-B19,Y3,V1,20240508,11,9:41,1,0,0,WEME,2,49,S,NA,W,U,NA,2,4,3,3,Cloudy,-113.687105,41.98111882,NA. NA
23,ben_zimmermann,ID-B19,Y3,V1,20240508,11,9:41,1,0,0,WEME,3,27,S,NA,SE,U,NA,2,4,3,3,Cloudy,-113.687105,41.98111882,NA. NA
24,ben_zimmermann,ID-B19,Y3,V1,20240508,11,9:41,1,0,0,VESP,4,46,S,NA,NE,U,NA,2,4,3,3,Cloudy,-113.687105,41.98111882,NA. NA
25,ben_zimmermann,ID-B19,Y3,V1,20240508,11,9:41,1,0,0,NOBI,5,NA,,NA,,,NA,2,4,3,3,Cloudy,-113.687105,41.98111882,NA. NA
