"","Observer.ID","Route.ID","Year","Visit","Date","Point.ID","Point.Start.Time","Shrub.Cover","Cheatgrass.Cover","Trees.Count","Species","Minute","Distance","How.Detected","Song.Also","Direction","Sex","Group.Size","Temp.Start","Temp.End","Wind.Start","Wind.End","Sky.End","X.Coord","Y.Coord","Notes"
"1","thomas_kroot","UT-B02","Y3","V1","20240509","01","07:50",0,0,0,"HOLA",1,50,"S","","SW","U",NA,5,9,2,1,"Partly Cloudy",-113.626457,41.54965337,". "
"2","thomas_kroot","UT-B02","Y3","V1","20240509","01","07:50",0,0,0,"WEME",2,200,"S","","N","U",NA,5,9,2,1,"Partly Cloudy",-113.626457,41.54965337,". "
"3","thomas_kroot","UT-B02","Y3","V1","20240509","01","07:50",0,0,0,"NOBI",3,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.626457,41.54965337,". "
"4","thomas_kroot","UT-B02","Y3","V1","20240509","01","07:50",0,0,0,"HOLA",4,90,"S","","SE","U",NA,5,9,2,1,"Partly Cloudy",-113.626457,41.54965337,". "
"5","thomas_kroot","UT-B02","Y3","V1","20240509","01","07:50",0,0,0,"WEME",6,60,"S","","SW","U",NA,5,9,2,1,"Partly Cloudy",-113.626457,41.54965337,". "
"6","thomas_kroot","UT-B02","Y3","V1","20240509","01","07:50",0,0,0,"NOBI",6,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.626457,41.54965337,". "
"7","thomas_kroot","UT-B02","Y3","V1","20240509","02","07:50",0,0,0,"WEME",1,50,"S","","N","U",NA,5,9,2,1,"Partly Cloudy",-113.62904317,41.54718243,". "
"8","thomas_kroot","UT-B02","Y3","V1","20240509","02","07:50",0,0,0,"VESP",1,15,"V","","N","U",NA,5,9,2,1,"Partly Cloudy",-113.62904317,41.54718243,". "
"9","thomas_kroot","UT-B02","Y3","V1","20240509","02","07:50",0,0,0,"WEME",2,14,"S","","NE","U",NA,5,9,2,1,"Partly Cloudy",-113.62904317,41.54718243,". "
"10","thomas_kroot","UT-B02","Y3","V1","20240509","02","07:50",0,0,0,"NOBI",4,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62904317,41.54718243,". "
"11","thomas_kroot","UT-B02","Y3","V1","20240509","02","07:50",0,0,0,"VESP",5,30,"F","","NE","U",NA,5,9,2,1,"Partly Cloudy",-113.62904317,41.54718243,". "
"12","thomas_kroot","UT-B02","Y3","V1","20240509","02","07:50",0,0,0,"HOLA",6,20,"S","","NE","U",NA,5,9,2,1,"Partly Cloudy",-113.62904317,41.54718243,". "
"13","thomas_kroot","UT-B02","Y3","V1","20240509","03","07:50",1,0,0,"HOLA",1,21,"S","","W","U",NA,5,9,2,1,"Partly Cloudy",-113.626307,41.54735547,". "
"14","thomas_kroot","UT-B02","Y3","V1","20240509","03","07:50",1,0,0,"EAME",1,27,"S","","NW","U",NA,5,9,2,1,"Partly Cloudy",-113.626307,41.54735547,". "
"15","thomas_kroot","UT-B02","Y3","V1","20240509","03","07:50",1,0,0,"NOBI",2,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.626307,41.54735547,". "
"16","thomas_kroot","UT-B02","Y3","V1","20240509","03","07:50",1,0,0,"NOBI",3,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.626307,41.54735547,". "
"17","thomas_kroot","UT-B02","Y3","V1","20240509","03","07:50",1,0,0,"NOBI",4,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.626307,41.54735547,". "
"18","thomas_kroot","UT-B02","Y3","V1","20240509","03","07:50",1,0,0,"HOLA",5,45,"S","","N","U",NA,5,9,2,1,"Partly Cloudy",-113.626307,41.54735547,". "
"19","thomas_kroot","UT-B02","Y3","V1","20240509","03","07:50",1,0,0,"NOBI",6,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.626307,41.54735547,". "
"20","thomas_kroot","UT-B02","Y3","V1","20240509","04","07:50",0,0,0,"HOLA",1,17,"S","","N","U",NA,5,9,2,1,"Partly Cloudy",-113.62327603,41.54759405,". "
"21","thomas_kroot","UT-B02","Y3","V1","20240509","04","07:50",0,0,0,"CORA",1,800,"C","","SW","U",NA,5,9,2,1,"Partly Cloudy",-113.62327603,41.54759405,". "
"22","thomas_kroot","UT-B02","Y3","V1","20240509","04","07:50",0,0,0,"HOLA",2,47,"C","","NE","U",NA,5,9,2,1,"Partly Cloudy",-113.62327603,41.54759405,". "
"23","thomas_kroot","UT-B02","Y3","V1","20240509","04","07:50",0,0,0,"HOLA",3,72,"C","","E","U",NA,5,9,2,1,"Partly Cloudy",-113.62327603,41.54759405,". "
"24","thomas_kroot","UT-B02","Y3","V1","20240509","04","07:50",0,0,0,"NOBI",4,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62327603,41.54759405,". "
"25","thomas_kroot","UT-B02","Y3","V1","20240509","04","07:50",0,0,0,"NOBI",5,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62327603,41.54759405,". "
"26","thomas_kroot","UT-B02","Y3","V1","20240509","04","07:50",0,0,0,"WEME",6,74,"S","","W","U",NA,5,9,2,1,"Partly Cloudy",-113.62327603,41.54759405,". "
"27","thomas_kroot","UT-B02","Y3","V1","20240509","07","07:50",0,0,0,"HOLA",1,17,"S","","W","U",NA,5,9,2,1,"Partly Cloudy",-113.62282919,41.54547506,". "
"28","thomas_kroot","UT-B02","Y3","V1","20240509","07","07:50",0,0,0,"WEME",2,60,"S","","W","U",NA,5,9,2,1,"Partly Cloudy",-113.62282919,41.54547506,". "
"29","thomas_kroot","UT-B02","Y3","V1","20240509","07","07:50",0,0,0,"WEME",2,80,"C","","N","U",NA,5,9,2,1,"Partly Cloudy",-113.62282919,41.54547506,". "
"30","thomas_kroot","UT-B02","Y3","V1","20240509","07","07:50",0,0,0,"NOBI",3,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62282919,41.54547506,". "
"31","thomas_kroot","UT-B02","Y3","V1","20240509","07","07:50",0,0,0,"NOBI",4,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62282919,41.54547506,". "
"32","thomas_kroot","UT-B02","Y3","V1","20240509","07","07:50",0,0,0,"NOBI",5,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62282919,41.54547506,". "
"33","thomas_kroot","UT-B02","Y3","V1","20240509","07","07:50",0,0,0,"NOBI",6,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62282919,41.54547506,". "
"34","thomas_kroot","UT-B02","Y3","V1","20240509","06","07:50",1,0,0,"HOLA",1,51,"S","","W","U",NA,5,9,2,1,"Partly Cloudy",-113.62576425,41.54505759,". "
"35","thomas_kroot","UT-B02","Y3","V1","20240509","06","07:50",1,0,0,"HOLA",1,75,"S","","N","U",NA,5,9,2,1,"Partly Cloudy",-113.62576425,41.54505759,". "
"36","thomas_kroot","UT-B02","Y3","V1","20240509","06","07:50",1,0,0,"HOLA",2,90,"S","","NE","U",NA,5,9,2,1,"Partly Cloudy",-113.62576425,41.54505759,". "
"37","thomas_kroot","UT-B02","Y3","V1","20240509","06","07:50",1,0,0,"HOLA",3,80,"S","","S","U",NA,5,9,2,1,"Partly Cloudy",-113.62576425,41.54505759,". "
"38","thomas_kroot","UT-B02","Y3","V1","20240509","06","07:50",1,0,0,"NOBI",4,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62576425,41.54505759,". "
"39","thomas_kroot","UT-B02","Y3","V1","20240509","06","07:50",1,0,0,"NOBI",5,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62576425,41.54505759,". "
"40","thomas_kroot","UT-B02","Y3","V1","20240509","06","07:50",1,0,0,"HOLA",6,50,"C","","NW","U",NA,5,9,2,1,"Partly Cloudy",-113.62576425,41.54505759,". "
"41","thomas_kroot","UT-B02","Y3","V1","20240509","05","07:50",0,0,0,"HOLA",1,35,"C","","SW","U",NA,5,9,2,1,"Partly Cloudy",-113.62876355,41.54482165,". "
"42","thomas_kroot","UT-B02","Y3","V1","20240509","05","07:50",0,0,0,"HOLA",1,35,"C","","W","U",NA,5,9,2,1,"Partly Cloudy",-113.62876355,41.54482165,". "
"43","thomas_kroot","UT-B02","Y3","V1","20240509","05","07:50",0,0,0,"HOLA",1,50,"C","","N","U",NA,5,9,2,1,"Partly Cloudy",-113.62876355,41.54482165,". "
"44","thomas_kroot","UT-B02","Y3","V1","20240509","05","07:50",0,0,0,"NOBI",2,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62876355,41.54482165,". "
"45","thomas_kroot","UT-B02","Y3","V1","20240509","05","07:50",0,0,0,"NOBI",3,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62876355,41.54482165,". "
"46","thomas_kroot","UT-B02","Y3","V1","20240509","05","07:50",0,0,0,"NOBI",4,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62876355,41.54482165,". "
"47","thomas_kroot","UT-B02","Y3","V1","20240509","05","07:50",0,0,0,"NOBI",5,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62876355,41.54482165,". "
"48","thomas_kroot","UT-B02","Y3","V1","20240509","05","07:50",0,0,0,"NOBI",6,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62876355,41.54482165,". "
"49","thomas_kroot","UT-B02","Y3","V1","20240509","08","07:50",1,0,0,"HOLA",1,103,"S","","S","U",NA,5,9,2,1,"Partly Cloudy",-113.62555088,41.54286882,". "
"50","thomas_kroot","UT-B02","Y3","V1","20240509","08","07:50",1,0,0,"WEME",1,98,"S","","SW","U",NA,5,9,2,1,"Partly Cloudy",-113.62555088,41.54286882,". "
"51","thomas_kroot","UT-B02","Y3","V1","20240509","08","07:50",1,0,0,"NOBI",2,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62555088,41.54286882,". "
"52","thomas_kroot","UT-B02","Y3","V1","20240509","08","07:50",1,0,0,"HOLA",3,135,"S","","E","U",NA,5,9,2,1,"Partly Cloudy",-113.62555088,41.54286882,". "
"53","thomas_kroot","UT-B02","Y3","V1","20240509","08","07:50",1,0,0,"WEME",3,85,"S","","SE","U",NA,5,9,2,1,"Partly Cloudy",-113.62555088,41.54286882,". "
"54","thomas_kroot","UT-B02","Y3","V1","20240509","08","07:50",1,0,0,"NOBI",4,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62555088,41.54286882,". "
"55","thomas_kroot","UT-B02","Y3","V1","20240509","08","07:50",1,0,0,"NOBI",5,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62555088,41.54286882,". "
"56","thomas_kroot","UT-B02","Y3","V1","20240509","08","07:50",1,0,0,"NOBI",6,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62555088,41.54286882,". "
"57","thomas_kroot","UT-B02","Y3","V1","20240509","09","07:50",0,0,0,"WEME",1,52,"S","","E","U",NA,5,9,2,1,"Partly Cloudy",-113.62517042,41.5407616,". "
"58","thomas_kroot","UT-B02","Y3","V1","20240509","09","07:50",0,0,0,"WEME",2,70,"C","","SW","U",NA,5,9,2,1,"Partly Cloudy",-113.62517042,41.5407616,". "
"59","thomas_kroot","UT-B02","Y3","V1","20240509","09","07:50",0,0,0,"LASP",2,44,"S","","N","U",NA,5,9,2,1,"Partly Cloudy",-113.62517042,41.5407616,". "
"60","thomas_kroot","UT-B02","Y3","V1","20240509","09","07:50",0,0,0,"BEWR",3,45,"S","","N","U",NA,5,9,2,1,"Partly Cloudy",-113.62517042,41.5407616,". "
"61","thomas_kroot","UT-B02","Y3","V1","20240509","09","07:50",0,0,0,"HOLA",4,50,"S","","S","U",NA,5,9,2,1,"Partly Cloudy",-113.62517042,41.5407616,". "
"62","thomas_kroot","UT-B02","Y3","V1","20240509","09","07:50",0,0,0,"CORA",5,700,"C","","NW","U",NA,5,9,2,1,"Partly Cloudy",-113.62517042,41.5407616,". "
"63","thomas_kroot","UT-B02","Y3","V1","20240509","09","07:50",0,0,0,"NOBI",6,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62517042,41.5407616,". "
"64","thomas_kroot","UT-B02","Y3","V1","20240509","10","07:50",0,0,0,"HOLA",1,103,"S","","SE","U",NA,5,9,2,1,"Partly Cloudy",-113.62474442,41.53859296,". "
"65","thomas_kroot","UT-B02","Y3","V1","20240509","10","07:50",0,0,0,"WEME",1,103,"S","","E","U",NA,5,9,2,1,"Partly Cloudy",-113.62474442,41.53859296,". "
"66","thomas_kroot","UT-B02","Y3","V1","20240509","10","07:50",0,0,0,"HOLA",1,112,"S","","E","U",NA,5,9,2,1,"Partly Cloudy",-113.62474442,41.53859296,". "
"67","thomas_kroot","UT-B02","Y3","V1","20240509","10","07:50",0,0,0,"NOBI",2,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62474442,41.53859296,". "
"68","thomas_kroot","UT-B02","Y3","V1","20240509","10","07:50",0,0,0,"BEWR",3,80,"S","","N","U",NA,5,9,2,1,"Partly Cloudy",-113.62474442,41.53859296,". "
"69","thomas_kroot","UT-B02","Y3","V1","20240509","10","07:50",0,0,0,"WEME",3,20,"V","","E","U",NA,5,9,2,1,"Partly Cloudy",-113.62474442,41.53859296,". "
"70","thomas_kroot","UT-B02","Y3","V1","20240509","10","07:50",0,0,0,"NOBI",4,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62474442,41.53859296,". "
"71","thomas_kroot","UT-B02","Y3","V1","20240509","10","07:50",0,0,0,"WEME",5,50,"S","","W","U",NA,5,9,2,1,"Partly Cloudy",-113.62474442,41.53859296,". "
"72","thomas_kroot","UT-B02","Y3","V1","20240509","10","07:50",0,0,0,"HOLA",5,50,"V","","SW","U",4,5,9,2,1,"Partly Cloudy",-113.62474442,41.53859296,". "
"73","thomas_kroot","UT-B02","Y3","V1","20240509","10","07:50",0,0,0,"NOBI",6,NA,"","","","",NA,5,9,2,1,"Partly Cloudy",-113.62474442,41.53859296,". "
