"","Observer.ID","Route.ID","Year","Visit","Date","Point.ID","Point.Start.Time","Shrub.Cover","Cheatgrass.Cover","Trees.Count","Species","Minute","Distance","How.Detected","Song.Also","Direction","Sex","Group.Size","Temp.Start","Temp.End","Wind.Start","Wind.End","Sky.End","X.Coord","Y.Coord","Notes"
"1","rory_eggleston","UT-C02","Y3","V1","20240509","01","06:45",9,1,0,"WEME",1,21,"S","","E","U",NA,6,8,3,2,"Partly Cloudy",-113.657601668744,41.5670872144439,". "
"2","rory_eggleston","UT-C02","Y3","V1","20240509","01","06:45",9,1,0,"WEME",1,67,"S","","SW","U",NA,6,8,3,2,"Partly Cloudy",-113.657601668744,41.5670872144439,". "
"3","rory_eggleston","UT-C02","Y3","V1","20240509","01","06:45",9,1,0,"WEME",2,122,"S","","W","U",NA,6,8,3,2,"Partly Cloudy",-113.657601668744,41.5670872144439,". "
"4","rory_eggleston","UT-C02","Y3","V1","20240509","01","06:45",9,1,0,"HOLA",3,93,"S","","NE","J",NA,6,8,3,2,"Partly Cloudy",-113.657601668744,41.5670872144439,". "
"5","rory_eggleston","UT-C02","Y3","V1","20240509","01","06:45",9,1,0,"VESP",3,30,"S","","SW","U",NA,6,8,3,2,"Partly Cloudy",-113.657601668744,41.5670872144439,". "
"6","rory_eggleston","UT-C02","Y3","V1","20240509","01","06:45",9,1,0,"HOLA",3,64,"S","","W","M",NA,6,8,3,2,"Partly Cloudy",-113.657601668744,41.5670872144439,". "
"7","rory_eggleston","UT-C02","Y3","V1","20240509","01","06:45",9,1,0,"HOLA",4,23,"V","Y","NW","U",NA,6,8,3,2,"Partly Cloudy",-113.657601668744,41.5670872144439,". "
"8","rory_eggleston","UT-C02","Y3","V1","20240509","01","06:45",9,1,0,"WEME",5,125,"S","","N","U",NA,6,8,3,2,"Partly Cloudy",-113.657601668744,41.5670872144439,". "
"9","rory_eggleston","UT-C02","Y3","V1","20240509","01","06:45",9,1,0,"NOBI",6,NA,"","","","",NA,6,8,3,2,"Partly Cloudy",-113.657601668744,41.5670872144439,". "
"10","rory_eggleston","UT-C02","Y3","V1","20240509","02","06:58",9,3,9,"NOHA",1,571,"V","","SW","M",NA,6,8,3,2,"Partly Cloudy",-113.660392827942,41.5645545871158,". "
"11","rory_eggleston","UT-C02","Y3","V1","20240509","02","06:58",9,3,9,"HOLA",1,74,"S","","NE","U",NA,6,8,3,2,"Partly Cloudy",-113.660392827942,41.5645545871158,". "
"12","rory_eggleston","UT-C02","Y3","V1","20240509","02","06:58",9,3,9,"WEME",1,30,"V","Y","E","U",NA,6,8,3,2,"Partly Cloudy",-113.660392827942,41.5645545871158,". "
"13","rory_eggleston","UT-C02","Y3","V1","20240509","02","06:58",9,3,9,"CORA",1,207,"C","","W","U",NA,6,8,3,2,"Partly Cloudy",-113.660392827942,41.5645545871158,". "
"14","rory_eggleston","UT-C02","Y3","V1","20240509","02","06:58",9,3,9,"CORA",1,210,"C","","W","U",NA,6,8,3,2,"Partly Cloudy",-113.660392827942,41.5645545871158,". "
"15","rory_eggleston","UT-C02","Y3","V1","20240509","02","06:58",9,3,9,"VESP",2,19,"S","","NW","U",NA,6,8,3,2,"Partly Cloudy",-113.660392827942,41.5645545871158,". "
"16","rory_eggleston","UT-C02","Y3","V1","20240509","02","06:58",9,3,9,"WEME",3,102,"S","","N","U",NA,6,8,3,2,"Partly Cloudy",-113.660392827942,41.5645545871158,". "
"17","rory_eggleston","UT-C02","Y3","V1","20240509","02","06:58",9,3,9,"VESP",3,119,"S","","SE","U",NA,6,8,3,2,"Partly Cloudy",-113.660392827942,41.5645545871158,". "
"18","rory_eggleston","UT-C02","Y3","V1","20240509","02","06:58",9,3,9,"WEME",3,198,"S","","SW","U",NA,6,8,3,2,"Partly Cloudy",-113.660392827942,41.5645545871158,". "
"19","rory_eggleston","UT-C02","Y3","V1","20240509","02","06:58",9,3,9,"BRSP",4,130,"S","","SE","U",NA,6,8,3,2,"Partly Cloudy",-113.660392827942,41.5645545871158,". "
"20","rory_eggleston","UT-C02","Y3","V1","20240509","02","06:58",9,3,9,"BRSP",4,159,"S","","W","U",NA,6,8,3,2,"Partly Cloudy",-113.660392827942,41.5645545871158,". "
"21","rory_eggleston","UT-C02","Y3","V1","20240509","02","06:58",9,3,9,"WEME",5,93,"C","Y","NW","U",NA,6,8,3,2,"Partly Cloudy",-113.660392827942,41.5645545871158,". "
