"","Observer.ID","Route.ID","Year","Visit","Date","Point.ID","Point.Start.Time","Shrub.Cover","Shrub.Height","Cheatgrass.Cover","Trees.Count","Species","Minute","Distance","How.Detected","Song.Also","Direction","Sex","Group.Size","Temp.Start","Temp.End","Wind.Start","Wind.End","Sky.End","X.Coord","Y.Coord","Notes"
"1","thomas_kroot","UT-B15","Y3","V1","20240514","16","05:47",0,"50-100cm",0,0,"WEME",1,20,"S","","NE","U",NA,7,8,1,3,"Clear",-113.96739183,41.84683234,"Fence before 12 to 16 not able to be crawled under. "
"2","thomas_kroot","UT-B15","Y3","V1","20240514","16","05:47",0,"50-100cm",0,0,"GSAG",1,150,"D","","S","U",NA,7,8,1,3,"Clear",-113.96739183,41.84683234,"Fence before 12 to 16 not able to be crawled under. "
"3","thomas_kroot","UT-B15","Y3","V1","20240514","16","05:47",0,"50-100cm",0,0,"BRSP",1,35,"S","","S","U",NA,7,8,1,3,"Clear",-113.96739183,41.84683234,"Fence before 12 to 16 not able to be crawled under. "
"4","thomas_kroot","UT-B15","Y3","V1","20240514","16","05:47",0,"50-100cm",0,0,"BRSP",1,35,"S","","SE","U",NA,7,8,1,3,"Clear",-113.96739183,41.84683234,"Fence before 12 to 16 not able to be crawled under. "
"5","thomas_kroot","UT-B15","Y3","V1","20240514","16","05:47",0,"50-100cm",0,0,"CHUK",2,85,"C","","W","U",NA,7,8,1,3,"Clear",-113.96739183,41.84683234,"Fence before 12 to 16 not able to be crawled under. "
"6","thomas_kroot","UT-B15","Y3","V1","20240514","16","05:47",0,"50-100cm",0,0,"BRSP",3,40,"S","","W","U",NA,7,8,1,3,"Clear",-113.96739183,41.84683234,"Fence before 12 to 16 not able to be crawled under. "
"7","thomas_kroot","UT-B15","Y3","V1","20240514","16","05:47",0,"50-100cm",0,0,"BRSP",3,45,"S","","NE","U",NA,7,8,1,3,"Clear",-113.96739183,41.84683234,"Fence before 12 to 16 not able to be crawled under. "
"8","thomas_kroot","UT-B15","Y3","V1","20240514","16","05:47",0,"50-100cm",0,0,"CHUK",3,90,"C","","E","U",NA,7,8,1,3,"Clear",-113.96739183,41.84683234,"Fence before 12 to 16 not able to be crawled under. "
"9","thomas_kroot","UT-B15","Y3","V1","20240514","16","05:47",0,"50-100cm",0,0,"HETH",4,35,"S","","W","U",NA,7,8,1,3,"Clear",-113.96739183,41.84683234,"Fence before 12 to 16 not able to be crawled under. "
"10","thomas_kroot","UT-B15","Y3","V1","20240514","16","05:47",0,"50-100cm",0,0,"HETH",5,35,"C","","NE","U",NA,7,8,1,3,"Clear",-113.96739183,41.84683234,"Fence before 12 to 16 not able to be crawled under. "
"11","thomas_kroot","UT-B15","Y3","V1","20240514","16","05:47",0,"50-100cm",0,0,"VESP",5,30,"S","","N","U",NA,7,8,1,3,"Clear",-113.96739183,41.84683234,"Fence before 12 to 16 not able to be crawled under. "
"12","thomas_kroot","UT-B15","Y3","V1","20240514","16","05:47",0,"50-100cm",0,0,"MODO",5,90,"C","","N","U",NA,7,8,1,3,"Clear",-113.96739183,41.84683234,"Fence before 12 to 16 not able to be crawled under. "
"13","thomas_kroot","UT-B15","Y3","V1","20240514","16","05:47",0,"50-100cm",0,0,"CHUK",6,95,"C","","N","U",NA,7,8,1,3,"Clear",-113.96739183,41.84683234,"Fence before 12 to 16 not able to be crawled under. "
"14","thomas_kroot","UT-B15","Y3","V1","20240514","15","05:58",1,"25-50cm",0,0,"BRSP",1,40,"S","","N","U",NA,7,8,1,3,"Clear",-113.97025062,41.84678548,"Fence before 12 to 16 not able to be crawled under. "
"15","thomas_kroot","UT-B15","Y3","V1","20240514","15","05:58",1,"25-50cm",0,0,"WEME",1,45,"S","","NE","U",NA,7,8,1,3,"Clear",-113.97025062,41.84678548,"Fence before 12 to 16 not able to be crawled under. "
"16","thomas_kroot","UT-B15","Y3","V1","20240514","15","05:58",1,"25-50cm",0,0,"WEME",1,50,"S","","NW","U",NA,7,8,1,3,"Clear",-113.97025062,41.84678548,"Fence before 12 to 16 not able to be crawled under. "
"17","thomas_kroot","UT-B15","Y3","V1","20240514","15","05:58",1,"25-50cm",0,0,"CHUK",1,90,"C","","W","U",NA,7,8,1,3,"Clear",-113.97025062,41.84678548,"Fence before 12 to 16 not able to be crawled under. "
"18","thomas_kroot","UT-B15","Y3","V1","20240514","15","05:58",1,"25-50cm",0,0,"BRSP",2,35,"C","","NE","U",NA,7,8,1,3,"Clear",-113.97025062,41.84678548,"Fence before 12 to 16 not able to be crawled under. "
"19","thomas_kroot","UT-B15","Y3","V1","20240514","15","05:58",1,"25-50cm",0,0,"VESP",3,58,"S","","N","U",NA,7,8,1,3,"Clear",-113.97025062,41.84678548,"Fence before 12 to 16 not able to be crawled under. "
"20","thomas_kroot","UT-B15","Y3","V1","20240514","15","05:58",1,"25-50cm",0,0,"GRFL",3,90,"C","","E","U",NA,7,8,1,3,"Clear",-113.97025062,41.84678548,"Fence before 12 to 16 not able to be crawled under. "
"21","thomas_kroot","UT-B15","Y3","V1","20240514","15","05:58",1,"25-50cm",0,0,"VESP",4,58,"S","","W","U",NA,7,8,1,3,"Clear",-113.97025062,41.84678548,"Fence before 12 to 16 not able to be crawled under. "
"22","thomas_kroot","UT-B15","Y3","V1","20240514","15","05:58",1,"25-50cm",0,0,"CHUK",4,120,"C","","E","U",NA,7,8,1,3,"Clear",-113.97025062,41.84678548,"Fence before 12 to 16 not able to be crawled under. "
"23","thomas_kroot","UT-B15","Y3","V1","20240514","15","05:58",1,"25-50cm",0,0,"WEME",5,68,"S","","S","U",NA,7,8,1,3,"Clear",-113.97025062,41.84678548,"Fence before 12 to 16 not able to be crawled under. "
"24","thomas_kroot","UT-B15","Y3","V1","20240514","15","05:58",1,"25-50cm",0,0,"GRFL",6,20,"S","","N","U",NA,7,8,1,3,"Clear",-113.97025062,41.84678548,"Fence before 12 to 16 not able to be crawled under. "
"25","thomas_kroot","UT-B15","Y3","V1","20240514","15","05:58",1,"25-50cm",0,0,"SOSP",6,60,"S","","NW","U",NA,7,8,1,3,"Clear",-113.97025062,41.84678548,"Fence before 12 to 16 not able to be crawled under. "
"26","thomas_kroot","UT-B15","Y3","V1","20240514","14","06:17",2,"50-100cm",0,1,"BRSP",1,25,"S","","W","U",NA,7,8,1,3,"Clear",-113.97345577,41.84677641,"Fence before 12 to 16 not able to be crawled under. "
"27","thomas_kroot","UT-B15","Y3","V1","20240514","14","06:17",2,"50-100cm",0,1,"BRSP",1,35,"S","","NW","U",NA,7,8,1,3,"Clear",-113.97345577,41.84677641,"Fence before 12 to 16 not able to be crawled under. "
"28","thomas_kroot","UT-B15","Y3","V1","20240514","14","06:17",2,"50-100cm",0,1,"BRSP",1,45,"S","","S","U",NA,7,8,1,3,"Clear",-113.97345577,41.84677641,"Fence before 12 to 16 not able to be crawled under. "
"29","thomas_kroot","UT-B15","Y3","V1","20240514","14","06:17",2,"50-100cm",0,1,"WEME",1,68,"S","","W","U",NA,7,8,1,3,"Clear",-113.97345577,41.84677641,"Fence before 12 to 16 not able to be crawled under. "
"30","thomas_kroot","UT-B15","Y3","V1","20240514","14","06:17",2,"50-100cm",0,1,"CHUK",2,100,"C","","W","U",NA,7,8,1,3,"Clear",-113.97345577,41.84677641,"Fence before 12 to 16 not able to be crawled under. "
"31","thomas_kroot","UT-B15","Y3","V1","20240514","14","06:17",2,"50-100cm",0,1,"CORA",3,150,"C","","E","U",NA,7,8,1,3,"Clear",-113.97345577,41.84677641,"Fence before 12 to 16 not able to be crawled under. "
"32","thomas_kroot","UT-B15","Y3","V1","20240514","14","06:17",2,"50-100cm",0,1,"VESP",3,75,"C","","NW","U",NA,7,8,1,3,"Clear",-113.97345577,41.84677641,"Fence before 12 to 16 not able to be crawled under. "
"33","thomas_kroot","UT-B15","Y3","V1","20240514","14","06:17",2,"50-100cm",0,1,"VESP",4,75,"C","","E","U",NA,7,8,1,3,"Clear",-113.97345577,41.84677641,"Fence before 12 to 16 not able to be crawled under. "
"34","thomas_kroot","UT-B15","Y3","V1","20240514","14","06:17",2,"50-100cm",0,1,"MODO",4,100,"C","","NE","U",NA,7,8,1,3,"Clear",-113.97345577,41.84677641,"Fence before 12 to 16 not able to be crawled under. "
"35","thomas_kroot","UT-B15","Y3","V1","20240514","14","06:17",2,"50-100cm",0,1,"CHUK",5,120,"C","","NE","U",NA,7,8,1,3,"Clear",-113.97345577,41.84677641,"Fence before 12 to 16 not able to be crawled under. "
"36","thomas_kroot","UT-B15","Y3","V1","20240514","14","06:17",2,"50-100cm",0,1,"SPTO",5,75,"S","","SE","U",NA,7,8,1,3,"Clear",-113.97345577,41.84677641,"Fence before 12 to 16 not able to be crawled under. "
"37","thomas_kroot","UT-B15","Y3","V1","20240514","14","06:17",2,"50-100cm",0,1,"WEME",6,25,"S","","S","U",NA,7,8,1,3,"Clear",-113.97345577,41.84677641,"Fence before 12 to 16 not able to be crawled under. "
"38","thomas_kroot","UT-B15","Y3","V1","20240514","13","06:31",3,"50-100cm",0,0,"BRSP",1,45,"S","","N","U",NA,7,8,1,3,"Clear",-113.97616518,41.84671119,"Fence before 12 to 16 not able to be crawled under. "
"39","thomas_kroot","UT-B15","Y3","V1","20240514","13","06:31",3,"50-100cm",0,0,"BRSP",1,34,"S","","E","U",NA,7,8,1,3,"Clear",-113.97616518,41.84671119,"Fence before 12 to 16 not able to be crawled under. "
"40","thomas_kroot","UT-B15","Y3","V1","20240514","13","06:31",3,"50-100cm",0,0,"BRSP",1,35,"S","","W","U",NA,7,8,1,3,"Clear",-113.97616518,41.84671119,"Fence before 12 to 16 not able to be crawled under. "
"41","thomas_kroot","UT-B15","Y3","V1","20240514","13","06:31",3,"50-100cm",0,0,"BRSP",1,50,"S","","S","U",NA,7,8,1,3,"Clear",-113.97616518,41.84671119,"Fence before 12 to 16 not able to be crawled under. "
"42","thomas_kroot","UT-B15","Y3","V1","20240514","13","06:31",3,"50-100cm",0,0,"WEME",1,38,"C","","N","U",NA,7,8,1,3,"Clear",-113.97616518,41.84671119,"Fence before 12 to 16 not able to be crawled under. "
"43","thomas_kroot","UT-B15","Y3","V1","20240514","13","06:31",3,"50-100cm",0,0,"WEME",1,34,"S","","W","U",NA,7,8,1,3,"Clear",-113.97616518,41.84671119,"Fence before 12 to 16 not able to be crawled under. "
"44","thomas_kroot","UT-B15","Y3","V1","20240514","13","06:31",3,"50-100cm",0,0,"BRSP",2,45,"C","","NW","U",NA,7,8,1,3,"Clear",-113.97616518,41.84671119,"Fence before 12 to 16 not able to be crawled under. "
"45","thomas_kroot","UT-B15","Y3","V1","20240514","13","06:31",3,"50-100cm",0,0,"VESP",3,65,"S","","N","U",NA,7,8,1,3,"Clear",-113.97616518,41.84671119,"Fence before 12 to 16 not able to be crawled under. "
"46","thomas_kroot","UT-B15","Y3","V1","20240514","13","06:31",3,"50-100cm",0,0,"CHUK",3,120,"C","","SW","U",NA,7,8,1,3,"Clear",-113.97616518,41.84671119,"Fence before 12 to 16 not able to be crawled under. "
"47","thomas_kroot","UT-B15","Y3","V1","20240514","13","06:31",3,"50-100cm",0,0,"WEME",4,85,"S","","W","U",NA,7,8,1,3,"Clear",-113.97616518,41.84671119,"Fence before 12 to 16 not able to be crawled under. "
"48","thomas_kroot","UT-B15","Y3","V1","20240514","13","06:31",3,"50-100cm",0,0,"NOBI",5,NA,"","","","",NA,7,8,1,3,"Clear",-113.97616518,41.84671119,"Fence before 12 to 16 not able to be crawled under. "
"49","thomas_kroot","UT-B15","Y3","V1","20240514","13","06:31",3,"50-100cm",0,0,"VESP",6,67,"C","","SW","U",NA,7,8,1,3,"Clear",-113.97616518,41.84671119,"Fence before 12 to 16 not able to be crawled under. "
"50","thomas_kroot","UT-B15","Y3","V1","20240514","09","06:42",1,"50-100cm",0,0,"BRSP",1,35,"S","","NE","U",NA,7,8,1,3,"Clear",-113.97650404,41.8488342,"Fence before 12 to 16 not able to be crawled under. "
"51","thomas_kroot","UT-B15","Y3","V1","20240514","09","06:42",1,"50-100cm",0,0,"BRSP",1,46,"S","","E","U",NA,7,8,1,3,"Clear",-113.97650404,41.8488342,"Fence before 12 to 16 not able to be crawled under. "
"52","thomas_kroot","UT-B15","Y3","V1","20240514","09","06:42",1,"50-100cm",0,0,"WEME",1,58,"S","","E","U",NA,7,8,1,3,"Clear",-113.97650404,41.8488342,"Fence before 12 to 16 not able to be crawled under. "
"53","thomas_kroot","UT-B15","Y3","V1","20240514","09","06:42",1,"50-100cm",0,0,"VESP",1,45,"S","","E","U",NA,7,8,1,3,"Clear",-113.97650404,41.8488342,"Fence before 12 to 16 not able to be crawled under. "
