"","Observer.ID","Route.ID","Year","Visit","Date","Point.ID","Point.Start.Time","Shrub.Cover","Shrub.Height","Cheatgrass.Cover","Trees.Count","Species","Minute","Distance","How.Detected","Song.Also","Direction","Sex","Group.Size","Temp.Start","Temp.End","Wind.Start","Wind.End","Sky.End","X.Coord","Y.Coord","Notes"
"1","thomas_kroot","UT-B05","Y3","V1","20240515","04","06:10",1,"0-25cm",0,0,"BRSP",1,61,"C","","S","U",NA,5,9,1,1,"Clear",-113.94102667,41.55093336,". "
"2","thomas_kroot","UT-B05","Y3","V1","20240515","04","06:10",1,"0-25cm",0,0,"WEME",1,15,"S","","E","U",NA,5,9,1,1,"Clear",-113.94102667,41.55093336,". "
"3","thomas_kroot","UT-B05","Y3","V1","20240515","04","06:10",1,"0-25cm",0,0,"ROWR",2,83,"C","","NW","U",NA,5,9,1,1,"Clear",-113.94102667,41.55093336,". "
"4","thomas_kroot","UT-B05","Y3","V1","20240515","04","06:10",1,"0-25cm",0,0,"MODO",2,530,"C","","N","U",NA,5,9,1,1,"Clear",-113.94102667,41.55093336,". "
"5","thomas_kroot","UT-B05","Y3","V1","20240515","04","06:10",1,"0-25cm",0,0,"VESP",3,60,"S","","SW","U",NA,5,9,1,1,"Clear",-113.94102667,41.55093336,". "
"6","thomas_kroot","UT-B05","Y3","V1","20240515","04","06:10",1,"0-25cm",0,0,"WEME",3,74,"C","","NW","U",NA,5,9,1,1,"Clear",-113.94102667,41.55093336,". "
"7","thomas_kroot","UT-B05","Y3","V1","20240515","04","06:10",1,"0-25cm",0,0,"CHUC",4,64,"C","","NW","U",NA,5,9,1,1,"Clear",-113.94102667,41.55093336,". "
"8","thomas_kroot","UT-B05","Y3","V1","20240515","04","06:10",1,"0-25cm",0,0,"SPTO",4,47,"C","","E","U",NA,5,9,1,1,"Clear",-113.94102667,41.55093336,". "
"9","thomas_kroot","UT-B05","Y3","V1","20240515","04","06:10",1,"0-25cm",0,0,"GRTO",4,64,"S","","N","U",NA,5,9,1,1,"Clear",-113.94102667,41.55093336,". "
"10","thomas_kroot","UT-B05","Y3","V1","20240515","04","06:10",1,"0-25cm",0,0,"BRSP",5,50,"S","","NE","U",NA,5,9,1,1,"Clear",-113.94102667,41.55093336,". "
"11","thomas_kroot","UT-B05","Y3","V1","20240515","04","06:10",1,"0-25cm",0,0,"BRSP",6,68,"S","","N","U",NA,5,9,1,1,"Clear",-113.94102667,41.55093336,". "
"12","thomas_kroot","UT-B05","Y3","V1","20240515","04","06:10",1,"0-25cm",0,0,"LASP",6,27,"C","","E","U",NA,5,9,1,1,"Clear",-113.94102667,41.55093336,". "
"13","thomas_kroot","UT-B05","Y3","V1","20240515","08","06:34",1,"0-25cm",0,0,"ROWR",1,47,"S","","NW","U",NA,5,9,1,1,"Clear",-113.9411813,41.54883126,". Point 8 a bit off due to unstable terrain."
"14","thomas_kroot","UT-B05","Y3","V1","20240515","08","06:34",1,"0-25cm",0,0,"ROWR",1,52,"S","","W","U",NA,5,9,1,1,"Clear",-113.9411813,41.54883126,". Point 8 a bit off due to unstable terrain."
"15","thomas_kroot","UT-B05","Y3","V1","20240515","08","06:34",1,"0-25cm",0,0,"BRSP",1,53,"C","","S","U",NA,5,9,1,1,"Clear",-113.9411813,41.54883126,". Point 8 a bit off due to unstable terrain."
"16","thomas_kroot","UT-B05","Y3","V1","20240515","08","06:34",1,"0-25cm",0,0,"MODO",1,104,"C","","S","U",NA,5,9,1,1,"Clear",-113.9411813,41.54883126,". Point 8 a bit off due to unstable terrain."
"17","thomas_kroot","UT-B05","Y3","V1","20240515","08","06:34",1,"0-25cm",0,0,"WEME",2,71,"S","","W","U",NA,5,9,1,1,"Clear",-113.9411813,41.54883126,". Point 8 a bit off due to unstable terrain."
"18","thomas_kroot","UT-B05","Y3","V1","20240515","08","06:34",1,"0-25cm",0,0,"WEME",3,84,"C","","SW","U",NA,5,9,1,1,"Clear",-113.9411813,41.54883126,". Point 8 a bit off due to unstable terrain."
"19","thomas_kroot","UT-B05","Y3","V1","20240515","08","06:34",1,"0-25cm",0,0,"NOBI",4,NA,"","","","",NA,5,9,1,1,"Clear",-113.9411813,41.54883126,". Point 8 a bit off due to unstable terrain."
"20","thomas_kroot","UT-B05","Y3","V1","20240515","08","06:34",1,"0-25cm",0,0,"NOBI",5,NA,"","","","",NA,5,9,1,1,"Clear",-113.9411813,41.54883126,". Point 8 a bit off due to unstable terrain."
"21","thomas_kroot","UT-B05","Y3","V1","20240515","08","06:34",1,"0-25cm",0,0,"ROWR",6,68,"C","","S","U",NA,5,9,1,1,"Clear",-113.9411813,41.54883126,". Point 8 a bit off due to unstable terrain."
"22","thomas_kroot","UT-B05","Y3","V1","20240515","12","06:48",0,"0-25cm",0,0,"VESP",1,46,"S","","W","U",NA,5,9,1,1,"Clear",-113.94087804,41.54643364,". "
"23","thomas_kroot","UT-B05","Y3","V1","20240515","12","06:48",0,"0-25cm",0,0,"LASP",1,19,"S","","N","U",NA,5,9,1,1,"Clear",-113.94087804,41.54643364,". "
"24","thomas_kroot","UT-B05","Y3","V1","20240515","12","06:48",0,"0-25cm",0,0,"VESP",1,37,"S","","N","U",NA,5,9,1,1,"Clear",-113.94087804,41.54643364,". "
"25","thomas_kroot","UT-B05","Y3","V1","20240515","12","06:48",0,"0-25cm",0,0,"ROWR",2,21,"S","","N","U",NA,5,9,1,1,"Clear",-113.94087804,41.54643364,". "
"26","thomas_kroot","UT-B05","Y3","V1","20240515","12","06:48",0,"0-25cm",0,0,"LASP",2,51,"S","","W","U",NA,5,9,1,1,"Clear",-113.94087804,41.54643364,". "
"27","thomas_kroot","UT-B05","Y3","V1","20240515","12","06:48",0,"0-25cm",0,0,"NOBI",3,NA,"","","","",NA,5,9,1,1,"Clear",-113.94087804,41.54643364,". "
"28","thomas_kroot","UT-B05","Y3","V1","20240515","12","06:48",0,"0-25cm",0,0,"GRTO",4,47,"S","","S","U",NA,5,9,1,1,"Clear",-113.94087804,41.54643364,". "
"29","thomas_kroot","UT-B05","Y3","V1","20240515","12","06:48",0,"0-25cm",0,0,"LASP",5,57,"S","","SE","U",NA,5,9,1,1,"Clear",-113.94087804,41.54643364,". "
"30","thomas_kroot","UT-B05","Y3","V1","20240515","12","06:48",0,"0-25cm",0,0,"NOBI",6,NA,"","","","",NA,5,9,1,1,"Clear",-113.94087804,41.54643364,". "
"31","thomas_kroot","UT-B05","Y3","V1","20240515","16","06:58",0,"0-25cm",0,0,"BRSP",1,81,"S","","SW","U",NA,5,9,1,1,"Clear",-113.94080349,41.54418802,". "
"32","thomas_kroot","UT-B05","Y3","V1","20240515","16","06:58",0,"0-25cm",0,0,"HOLA",1,21,"S","","W","U",NA,5,9,1,1,"Clear",-113.94080349,41.54418802,". "
"33","thomas_kroot","UT-B05","Y3","V1","20240515","16","06:58",0,"0-25cm",0,0,"WEME",1,36,"S","","E","U",NA,5,9,1,1,"Clear",-113.94080349,41.54418802,". "
"34","thomas_kroot","UT-B05","Y3","V1","20240515","16","06:58",0,"0-25cm",0,0,"WEME",2,119,"S","","N","U",NA,5,9,1,1,"Clear",-113.94080349,41.54418802,". "
"35","thomas_kroot","UT-B05","Y3","V1","20240515","16","06:58",0,"0-25cm",0,0,"HOLA",3,37,"C","","N","U",NA,5,9,1,1,"Clear",-113.94080349,41.54418802,". "
"36","thomas_kroot","UT-B05","Y3","V1","20240515","16","06:58",0,"0-25cm",0,0,"HOLA",3,28,"S","","SE","U",NA,5,9,1,1,"Clear",-113.94080349,41.54418802,". "
"37","thomas_kroot","UT-B05","Y3","V1","20240515","16","06:58",0,"0-25cm",0,0,"HOLA",4,81,"V","","SW","U",NA,5,9,1,1,"Clear",-113.94080349,41.54418802,". "
"38","thomas_kroot","UT-B05","Y3","V1","20240515","16","06:58",0,"0-25cm",0,0,"WEME",5,10,"V","","SE","U",NA,5,9,1,1,"Clear",-113.94080349,41.54418802,". "
"39","thomas_kroot","UT-B05","Y3","V1","20240515","16","06:58",0,"0-25cm",0,0,"VESP",6,67,"S","","S","U",NA,5,9,1,1,"Clear",-113.94080349,41.54418802,". "
"40","thomas_kroot","UT-B05","Y3","V1","20240515","16","06:58",0,"0-25cm",0,0,"HOLA",6,24,"S","","NW","U",NA,5,9,1,1,"Clear",-113.94080349,41.54418802,". "
"41","thomas_kroot","UT-B05","Y3","V1","20240515","15","07:09",1,"50-100cm",0,0,"ROWR",1,80,"S","","N","U",NA,5,9,1,1,"Clear",-113.9437335,41.54396932,". Unknown bird called Pine siskin by Merlin"
"42","thomas_kroot","UT-B05","Y3","V1","20240515","15","07:09",1,"50-100cm",0,0,"WEME",1,90,"C","","W","U",NA,5,9,1,1,"Clear",-113.9437335,41.54396932,". Unknown bird called Pine siskin by Merlin"
"43","thomas_kroot","UT-B05","Y3","V1","20240515","15","07:09",1,"50-100cm",0,0,"MODO",1,800,"C","","E","U",NA,5,9,1,1,"Clear",-113.9437335,41.54396932,". Unknown bird called Pine siskin by Merlin"
"44","thomas_kroot","UT-B05","Y3","V1","20240515","15","07:09",1,"50-100cm",0,0,"WEME",2,63,"S","","S","U",NA,5,9,1,1,"Clear",-113.9437335,41.54396932,". Unknown bird called Pine siskin by Merlin"
"45","thomas_kroot","UT-B05","Y3","V1","20240515","15","07:09",1,"50-100cm",0,0,"CORA",2,720,"C","","W","U",NA,5,9,1,1,"Clear",-113.9437335,41.54396932,". Unknown bird called Pine siskin by Merlin"
"46","thomas_kroot","UT-B05","Y3","V1","20240515","15","07:09",1,"50-100cm",0,0,"CHUC",3,500,"C","","W","U",NA,5,9,1,1,"Clear",-113.9437335,41.54396932,". Unknown bird called Pine siskin by Merlin"
"47","thomas_kroot","UT-B05","Y3","V1","20240515","15","07:09",1,"50-100cm",0,0,"WEME",3,98,"C","","E","U",NA,5,9,1,1,"Clear",-113.9437335,41.54396932,". Unknown bird called Pine siskin by Merlin"
"48","thomas_kroot","UT-B05","Y3","V1","20240515","15","07:09",1,"50-100cm",0,0,"HOLA",4,88,"C","","NW","U",2,5,9,1,1,"Clear",-113.9437335,41.54396932,". Unknown bird called Pine siskin by Merlin"
"49","thomas_kroot","UT-B05","Y3","V1","20240515","15","07:09",1,"50-100cm",0,0,"UNBI",5,45,"C","","NE","U",NA,5,9,1,1,"Clear",-113.9437335,41.54396932,". Unknown bird called Pine siskin by Merlin"
"50","thomas_kroot","UT-B05","Y3","V1","20240515","15","07:09",1,"50-100cm",0,0,"CHUC",6,560,"C","","NE","U",NA,5,9,1,1,"Clear",-113.9437335,41.54396932,". Unknown bird called Pine siskin by Merlin"
"51","thomas_kroot","UT-B05","Y3","V1","20240515","15","07:09",1,"50-100cm",0,0,"LASP",6,63,"S","","W","U",NA,5,9,1,1,"Clear",-113.9437335,41.54396932,". Unknown bird called Pine siskin by Merlin"
"52","thomas_kroot","UT-B05","Y3","V1","20240515","11","07:24",0,"0-25cm",0,0,"WEME",1,34,"V","Y","W","U",NA,5,9,1,1,"Clear",-113.94391862,41.5461763,". "
"53","thomas_kroot","UT-B05","Y3","V1","20240515","11","07:24",0,"0-25cm",0,0,"WEME",1,73,"V","","N","U",NA,5,9,1,1,"Clear",-113.94391862,41.5461763,". "
"54","thomas_kroot","UT-B05","Y3","V1","20240515","11","07:24",0,"0-25cm",0,0,"CORA",1,13,"V","","N","U",NA,5,9,1,1,"Clear",-113.94391862,41.5461763,". "
"55","thomas_kroot","UT-B05","Y3","V1","20240515","11","07:24",0,"0-25cm",0,0,"BRSP",2,113,"S","","E","U",NA,5,9,1,1,"Clear",-113.94391862,41.5461763,". "
"56","thomas_kroot","UT-B05","Y3","V1","20240515","11","07:24",0,"0-25cm",0,0,"VESP",3,84,"S","","E","U",NA,5,9,1,1,"Clear",-113.94391862,41.5461763,". "
"57","thomas_kroot","UT-B05","Y3","V1","20240515","11","07:24",0,"0-25cm",0,0,"LASP",3,27,"V","Y","NE","U",NA,5,9,1,1,"Clear",-113.94391862,41.5461763,". "
"58","thomas_kroot","UT-B05","Y3","V1","20240515","11","07:24",0,"0-25cm",0,0,"HOLA",5,84,"C","","N","U",NA,5,9,1,1,"Clear",-113.94391862,41.5461763,". "
"59","thomas_kroot","UT-B05","Y3","V1","20240515","11","07:24",0,"0-25cm",0,0,"NOBI",6,NA,"","","","",NA,5,9,1,1,"Clear",-113.94391862,41.5461763,". "
