"","Observer.Name","Route.ID","Year","Visit.Number","Date","Start.Temperature..Celcius.","End.Temperature..Celcius.","Wind.Start","Wind.End","Sky.End","Point..","Start.Time.at.Point","X4.Letter.Species.Code","Radial.Distance..m.","How.Detected.","Direction","Sex","Number.of.Birds.in.Group","Point.Notes","Route.Notes","x.x","y.x"
"1","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,1,"05:47","WEME",58,"S","W","U",NA,"","",-113.95015633,41.55062473
"2","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,1,"05:47","WEME",78,"S","S","U",NA,"","",-113.95015633,41.55062473
"3","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,1,"05:47","WEME",146,"S","NE","U",NA,"","",-113.95015633,41.55062473
"4","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,1,"05:47","NOBI",NA,"","","",NA,"","",-113.95015633,41.55062473
"5","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,1,"05:47","HOLA",56,"S","N","U",NA,"","",-113.95015633,41.55062473
"6","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,1,"05:47","CHUK",494,"S","SW","U",NA,"","",-113.95015633,41.55062473
"7","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,1,"05:47","WEME",208,"S","SW","U",NA,"","",-113.95015633,41.55062473
"8","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,1,"05:47","NOBI",NA,"","","",NA,"","",-113.95015633,41.55062473
"9","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,5,"06:02","WEME",53,"S","SW","U",NA,"","",-113.95006034,41.5483835
"10","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,5,"06:02","CHUK",433,"S","W","U",NA,"","",-113.95006034,41.5483835
"11","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,5,"06:02","WEME",63,"S","N","U",NA,"","",-113.95006034,41.5483835
"12","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,5,"06:02","NOBI",NA,"","","",NA,"","",-113.95006034,41.5483835
"13","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,5,"06:02","NOBI",NA,"","","",NA,"","",-113.95006034,41.5483835
"14","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,5,"06:02","VESP",54,"S","E","U",NA,"","",-113.95006034,41.5483835
"15","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,5,"06:02","WEME",73,"S","NW","U",NA,"","",-113.95006034,41.5483835
"16","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,5,"06:02","NOBI",NA,"","","",NA,"","",-113.95006034,41.5483835
"17","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,5,"06:02","CHUK",582,"S","W","U",NA,"","",-113.95006034,41.5483835
"18","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,9,"06:13","VESP",96,"S","W","U",NA,"","",-113.94990805,41.54613271
"19","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,9,"06:13","WEME",166,"S","W","U",NA,"","",-113.94990805,41.54613271
"20","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,9,"06:13","WEME",96,"S","N","U",NA,"","",-113.94990805,41.54613271
"21","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,9,"06:13","CHUK",581,"S","W","U",NA,"","",-113.94990805,41.54613271
"22","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,9,"06:13","NOBI",NA,"","","",NA,"","",-113.94990805,41.54613271
"23","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,9,"06:13","NOBI",NA,"","","",NA,"","",-113.94990805,41.54613271
"24","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,9,"06:13","VESP",38,"S","E","U",NA,"","",-113.94990805,41.54613271
"25","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,9,"06:13","LASP",38,"S","S","U",NA,"","",-113.94990805,41.54613271
"26","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,9,"06:13","WEME",78,"S","SE","U",NA,"","",-113.94990805,41.54613271
"27","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,9,"06:13","LASP",198,"S","W","U",NA,"","",-113.94990805,41.54613271
"28","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,9,"06:13","VESP",14,"V","E","U",NA,"","",-113.94990805,41.54613271
"29","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,13,"06:24","CHUK",999,"S","N","U",NA,"","",-113.94984584,41.54392959
"30","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,13,"06:24","WEME",48,"S","E","U",NA,"","",-113.94984584,41.54392959
"31","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,13,"06:24","VESP",48,"V","E","U",NA,"","",-113.94984584,41.54392959
"32","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,13,"06:24","VESP",55,"S","S","U",NA,"","",-113.94984584,41.54392959
"33","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,13,"06:24","WEME",408,"S","W","U",NA,"","",-113.94984584,41.54392959
"34","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,13,"06:24","WEME",115,"C","S","U",NA,"","",-113.94984584,41.54392959
"35","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,13,"06:24","VESP",138,"S","NW","U",NA,"","",-113.94984584,41.54392959
"36","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,13,"06:24","ROWR",245,"S","W","U",NA,"","",-113.94984584,41.54392959
"37","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,13,"06:24","BRSP",297,"S","SW","U",NA,"","",-113.94984584,41.54392959
"38","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,14,"06:36","HOLA",68,"S","NW","U",NA,"In trench, hard to find range.","",-113.94695377,41.54390826
"39","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,14,"06:36","HOLA",30,"C","W","U",NA,"In trench, hard to find range.","",-113.94695377,41.54390826
"40","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,14,"06:36","WEME",65,"S","W","U",NA,"In trench, hard to find range.","",-113.94695377,41.54390826
"41","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,14,"06:36","WEME",75,"S","NE","U",NA,"In trench, hard to find range.","",-113.94695377,41.54390826
"42","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,14,"06:36","VESP",45,"S","NE","U",NA,"In trench, hard to find range.","",-113.94695377,41.54390826
"43","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,14,"06:36","NOBI",NA,"","","",NA,"In trench, hard to find range.","",-113.94695377,41.54390826
"44","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,14,"06:36","NOBI",NA,"","","",NA,"In trench, hard to find range.","",-113.94695377,41.54390826
"45","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,14,"06:36","NOBI",NA,"","","",NA,"In trench, hard to find range.","",-113.94695377,41.54390826
"46","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,14,"06:36","CHUK",999,"S","NW","U",NA,"In trench, hard to find range.","",-113.94695377,41.54390826
"47","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,14,"06:36","NOBI",NA,"","","",NA,"In trench, hard to find range.","",-113.94695377,41.54390826
"48","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,10,"06:51","HOLA",22,"V","W","U",NA,"Huge population of horned larks.","",-113.94692461,41.54610349
"49","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,10,"06:51","WEME",138,"S","SW","U",NA,"Huge population of horned larks.","",-113.94692461,41.54610349
"50","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,10,"06:51","HOLA",52,"V","SE","U",2,"Huge population of horned larks.","",-113.94692461,41.54610349
"51","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,10,"06:51","NOBI",NA,"","","",NA,"Huge population of horned larks.","",-113.94692461,41.54610349
"52","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,10,"06:51","NOBI",NA,"","","",NA,"Huge population of horned larks.","",-113.94692461,41.54610349
"53","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,10,"06:51","HOLA",78,"V","N","U",2,"Huge population of horned larks.","",-113.94692461,41.54610349
"54","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,10,"06:51","CHUK",999,"S","W","U",NA,"Huge population of horned larks.","",-113.94692461,41.54610349
"55","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,10,"06:51","VESP",62,"S","NW","U",NA,"Huge population of horned larks.","",-113.94692461,41.54610349
"56","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,10,"06:51","VESP",98,"S","SE","U",NA,"Huge population of horned larks.","",-113.94692461,41.54610349
"57","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,10,"06:51","HOLA",67,"V","SE","U",NA,"Huge population of horned larks.","",-113.94692461,41.54610349
"58","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,10,"06:51","HOLA",28,"S","S","U",NA,"Huge population of horned larks.","",-113.94692461,41.54610349
"59","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,6,"07:06","HOLA",60,"C","S","U",NA,"","",-113.94690171,41.54835704
"60","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,6,"07:06","HOLA",31,"C","N","U",NA,"","",-113.94690171,41.54835704
"61","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,6,"07:06","CHUK",770,"S","W","U",NA,"","",-113.94690171,41.54835704
"62","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,6,"07:06","WEME",175,"S","W","U",NA,"","",-113.94690171,41.54835704
"63","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,6,"07:06","NOBI",NA,"","","",NA,"","",-113.94690171,41.54835704
"64","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,6,"07:06","WEME",225,"S","SW","U",NA,"","",-113.94690171,41.54835704
"65","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,6,"07:06","WEME",70,"S","E","U",NA,"","",-113.94690171,41.54835704
"66","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,6,"07:06","HOLA",42,"C","SE","U",NA,"","",-113.94690171,41.54835704
"67","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,6,"07:06","HOLA",52,"V","NW","U",NA,"","",-113.94690171,41.54835704
"68","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,6,"07:06","NOBI",NA,"","","",NA,"","",-113.94690171,41.54835704
"69","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,6,"07:06","NOBI",NA,"","","",NA,"","",-113.94690171,41.54835704
"70","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,2,"07:21","WEME",187,"S","SW","U",NA,"","",-113.94713739,41.55063281
"71","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,2,"07:21","HOLA",28,"S","N","U",NA,"","",-113.94713739,41.55063281
"72","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,2,"07:21","BRSP",82,"S","N","U",NA,"","",-113.94713739,41.55063281
"73","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,2,"07:21","MODO",999,"S","NE","U",NA,"","",-113.94713739,41.55063281
"74","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,2,"07:21","CHUK",737,"S","W","U",NA,"","",-113.94713739,41.55063281
"75","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,2,"07:21","BRSP",80,"S","NE","U",NA,"","",-113.94713739,41.55063281
"76","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,2,"07:21","NOBI",NA,"","","",NA,"","",-113.94713739,41.55063281
"77","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,2,"07:21","WEME",100,"S","NW","U",NA,"","",-113.94713739,41.55063281
"78","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,2,"07:21","BRSP",75,"S","E","U",NA,"","",-113.94713739,41.55063281
"79","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,2,"07:21","BRSP",78,"S","SW","U",NA,"","",-113.94713739,41.55063281
"80","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,2,"07:21","VESP",72,"S","N","U",NA,"","",-113.94713739,41.55063281
"81","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,2,"07:21","NOBI",NA,"","","",NA,"","",-113.94713739,41.55063281
"82","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,3,"07:49","BRSP",120,"S","W","U",NA,"","",-113.94409521,41.55073247
"83","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,3,"07:49","CHUK",999,"S","W","U",NA,"","",-113.94409521,41.55073247
"84","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,3,"07:49","LASP",43,"S","W","U",NA,"","",-113.94409521,41.55073247
"85","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,3,"07:49","LASP",143,"S","N","U",NA,"","",-113.94409521,41.55073247
"86","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,3,"07:49","WEME",193,"S","NW","U",NA,"","",-113.94409521,41.55073247
"87","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,3,"07:49","ROWR",53,"S","NE","U",NA,"","",-113.94409521,41.55073247
"88","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,3,"07:49","BRSP",125,"S","S","U",NA,"","",-113.94409521,41.55073247
"89","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,3,"07:49","NOBI",NA,"","","",NA,"","",-113.94409521,41.55073247
"90","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,3,"07:49","BRBL",30,"F","S","U",6,"","",-113.94409521,41.55073247
"91","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,7,"08:04","LASP",72,"S","W","U",NA,"","",-113.94396339,41.548484
"92","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,7,"08:04","LASP",77,"S","SW","U",NA,"","",-113.94396339,41.548484
"93","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,7,"08:04","ROWR",9,"C","E","U",NA,"","",-113.94396339,41.548484
"94","devon_erwin","UT-B05","y2",1,2023-05-22,12,15,3,1,1,7,"08:04","LASP",79,"S","SW","U",NA,"","",-113.94396339,41.548484
