"","Observer.Name","Route.ID","Year","Visit.Number","Date","Start.Temperature..Celcius.","End.Temperature..Celcius.","Wind.Start","Wind.End","Sky.End","Point..","Start.Time.at.Point","X4.Letter.Species.Code","Radial.Distance..m.","How.Detected.","Direction","Sex","Number.of.Birds.in.Group","Point.Notes","Route.Notes","x.x","y.x"
"1","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,6,"06:03","WEME",117,"S","E","U",NA,"","",-113.93560372,41.69348132
"2","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,6,"06:03","BRSP",42,"S","S","U",NA,"","",-113.93560372,41.69348132
"3","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,6,"06:03","HOLA",21,"S","W","U",NA,"","",-113.93560372,41.69348132
"4","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,6,"06:03","WEME",49,"C","S","U",NA,"","",-113.93560372,41.69348132
"5","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,6,"06:03","WEME",95,"C","NW","U",NA,"","",-113.93560372,41.69348132
"6","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,6,"06:03","WEME",47,"S","N","U",NA,"","",-113.93560372,41.69348132
"7","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,6,"06:03","BRSP",44,"S","NE","U",NA,"","",-113.93560372,41.69348132
"8","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,6,"06:03","NOBI",NA,"","","",NA,"","",-113.93560372,41.69348132
"9","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,6,"06:03","NOBI",NA,"","","",NA,"","",-113.93560372,41.69348132
"10","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,6,"06:03","NOBI",NA,"","","",NA,"","",-113.93560372,41.69348132
"11","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,9,"06:15","HOLA",30,"S","SW","U",NA,"","",-113.93501005,41.69128434
"12","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,9,"06:15","HOLA",28,"C","W","U",NA,"","",-113.93501005,41.69128434
"13","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,9,"06:15","WEME",77,"S","N","U",NA,"","",-113.93501005,41.69128434
"14","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,9,"06:15","HOLA",16,"S","E","U",NA,"","",-113.93501005,41.69128434
"15","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,9,"06:15","CORA",365,"C","E","U",NA,"","",-113.93501005,41.69128434
"16","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,9,"06:15","WEME",63,"S","SW","U",NA,"","",-113.93501005,41.69128434
"17","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,9,"06:15","LASP",104,"S","NW","U",NA,"","",-113.93501005,41.69128434
"18","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,9,"06:15","WEME",164,"S","SW","U",NA,"","",-113.93501005,41.69128434
"19","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,9,"06:15","NOBI",NA,"","","",NA,"","",-113.93501005,41.69128434
"20","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,12,"06:31","WEME",78,"C","SE","U",NA,"","",-113.93451383,41.68910818
"21","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,12,"06:31","WEME",33,"S","SW","U",NA,"","",-113.93451383,41.68910818
"22","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,12,"06:31","WEME",77,"S","W","U",NA,"","",-113.93451383,41.68910818
"23","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,12,"06:31","BRSP",55,"S","SW","U",NA,"","",-113.93451383,41.68910818
"24","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,12,"06:31","VESP",96,"C","W","U",NA,"","",-113.93451383,41.68910818
"25","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,12,"06:31","WEME",47,"S","E","U",NA,"","",-113.93451383,41.68910818
"26","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,12,"06:31","WEME",77,"S","N","U",NA,"","",-113.93451383,41.68910818
"27","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,12,"06:31","NOBI",NA,"","","",NA,"","",-113.93451383,41.68910818
"28","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,12,"06:31","HOLA",16,"S","NE","U",NA,"","",-113.93451383,41.68910818
"29","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,12,"06:31","HOLA",23,"C","N","U",NA,"","",-113.93451383,41.68910818
"30","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,12,"06:31","NOBI",NA,"","","",NA,"","",-113.93451383,41.68910818
"31","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,11,"06:44","WEME",69,"C","SW","U",NA,"","",-113.93742586,41.6886759
"32","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,11,"06:44","HOLA",22,"V","NW","U",NA,"","",-113.93742586,41.6886759
"33","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,11,"06:44","WEME",146,"S","SE","U",NA,"","",-113.93742586,41.6886759
"34","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,11,"06:44","WEME",160,"S","W","U",NA,"","",-113.93742586,41.6886759
"35","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,11,"06:44","NOBI",NA,"","","",NA,"","",-113.93742586,41.6886759
"36","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,11,"06:44","WEME",55,"S","NE","U",NA,"","",-113.93742586,41.6886759
"37","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,11,"06:44","HOLA",22,"C","N","U",NA,"","",-113.93742586,41.6886759
"38","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,11,"06:44","NOBI",NA,"","","",NA,"","",-113.93742586,41.6886759
"39","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,10,"07:02","FERH",135,"V","S","U",NA,"","",-113.94039101,41.68831448
"40","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,10,"07:02","WEME",99,"C","S","U",NA,"","",-113.94039101,41.68831448
"41","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,10,"07:02","WEME",92,"C","SW","U",NA,"","",-113.94039101,41.68831448
"42","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,10,"07:02","WEME",65,"S","N","U",NA,"","",-113.94039101,41.68831448
"43","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,10,"07:02","WEME",41,"C","NE","U",NA,"","",-113.94039101,41.68831448
"44","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,10,"07:02","NOBI",NA,"","","",NA,"","",-113.94039101,41.68831448
"45","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,10,"07:02","NOBI",NA,"","","",NA,"","",-113.94039101,41.68831448
"46","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,10,"07:02","LOSH",127,"V","S","U",NA,"","",-113.94039101,41.68831448
"47","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,10,"07:02","CORA",999,"C","W","U",NA,"","",-113.94039101,41.68831448
"48","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,10,"07:02","CORA",999,"C","S","U",NA,"","",-113.94039101,41.68831448
"49","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,7,"07:16","WEME",18,"V","N","U",NA,"","",-113.94100333,41.69043317
"50","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,7,"07:16","WEME",83,"V","W","U",NA,"","",-113.94100333,41.69043317
"51","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,7,"07:16","WEME",98,"C","E","U",NA,"","",-113.94100333,41.69043317
"52","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,7,"07:16","WEME",53,"C","S","U",NA,"","",-113.94100333,41.69043317
"53","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,7,"07:16","WEME",190,"S","SE","U",NA,"","",-113.94100333,41.69043317
"54","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,7,"07:16","WEME",68,"F","NW","U",2,"","",-113.94100333,41.69043317
"55","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,7,"07:16","NOBI",NA,"","","",NA,"","",-113.94100333,41.69043317
"56","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,7,"07:16","NOBI",NA,"","","",NA,"","",-113.94100333,41.69043317
"57","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,4,"07:28","VESP",65,"S","W","U",NA,"","",-113.94156091,41.69262327
"58","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,4,"07:28","WEME",45,"C","NE","U",NA,"","",-113.94156091,41.69262327
"59","devon_erwin","UT-B22","y2",1,2023-05-26,9,13,1,2,0,4,"07:28","WEME",139,"S","SW","U",NA,"","",-113.94156091,41.69262327
