"","Observer.Name","Route.ID","Year","Visit.Number","Date","Start.Temperature..Celcius.","End.Temperature..Celcius.","Wind.Start","Wind.End","Sky.End","Point..","Start.Time.at.Point","X4.Letter.Species.Code","Radial.Distance..m.","How.Detected.","Direction","Sex","Number.of.Birds.in.Group","Point.Notes","Route.Notes","x.x","y.x"
"1","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,16,"06:22","HOLA",11,"S","NW","U",NA,"","",-113.94133756,41.48981541
"2","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,16,"06:22","WEME",89,"S","E","U",NA,"","",-113.94133756,41.48981541
"3","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,16,"06:22","WEME",138,"S","E","U",NA,"","",-113.94133756,41.48981541
"4","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,16,"06:22","HOLA",15,"S","SE","U",NA,"","",-113.94133756,41.48981541
"5","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,16,"06:22","HOLA",15,"S","S","U",NA,"","",-113.94133756,41.48981541
"6","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,16,"06:22","MODO",526,"S","E","U",NA,"","",-113.94133756,41.48981541
"7","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,16,"06:22","CORA",600,"S","E","U",NA,"","",-113.94133756,41.48981541
"8","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,16,"06:22","NOBI",NA,"","","",NA,"","",-113.94133756,41.48981541
"9","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,16,"06:22","NOBI",NA,"","","",NA,"","",-113.94133756,41.48981541
"10","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,16,"06:22","NOBI",NA,"","","",NA,"","",-113.94133756,41.48981541
"11","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,12,"06:33","WEME",96,"S","E","U",NA,"","",-113.94145049,41.49207596
"12","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,12,"06:33","HOLA",12,"S","N","U",NA,"","",-113.94145049,41.49207596
"13","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,12,"06:33","HOLA",53,"S","S","U",NA,"","",-113.94145049,41.49207596
"14","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,12,"06:33","ROWR",121,"S","NE","U",NA,"","",-113.94145049,41.49207596
"15","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,12,"06:33","WEME",80,"S","W","U",NA,"","",-113.94145049,41.49207596
"16","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,12,"06:33","ROWR",75,"S","W","U",NA,"","",-113.94145049,41.49207596
"17","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,12,"06:33","NOBI",NA,"","","",NA,"","",-113.94145049,41.49207596
"18","anna_mumford","UT-B06","y2",1,2023-05-22,11,14,3,0,2,12,"06:33","NOBI",NA,"","","",NA,"","",-113.94145049,41.49207596
